F10,F11,F13,F14,F1,F2,F3,F4,F9,IATA,ICAO,Latitude,Longtitude,Number of Records,timezone
-6,A,airport,OurAirports,9415,Weedon Field,Eufala,United States,285,EUF,KEUF,31.951299667,-85.128898621,1,America/Chicago
-5,A,airport,OurAirports,9416,Saluda County Airport,Saluda,United States,555,6J4,K6J4,33.926799774,-81.79460144,1,America/New_York
-5,A,airport,OurAirports,9417,Dare County Regional Airport,Manteo,United States,13,MEO,KMQI,35.91899872,-75.69550323,1,America/New_York
-6,A,airport,OurAirports,9418,Auburn Opelika Robert G. Pitts Airport,Auburn,United States,777,AUO,KAUO,32.61510086,-85.43399811,1,America/Chicago
-5,A,airport,OurAirports,9419,Tri Cities Airport,Endicott,United States,833,CZG,KCZG,42.078499,-76.096296,1,America/New_York
-6,A,airport,OurAirports,9428,Bessemer Airport,Bessemer,United States,700,EKY,KEKY,33.31290054,-86.92590332,1,America/Chicago
-7,A,airport,OurAirports,9429,Colorado Springs East Airport,Ellicott,United States,6145,A50,KA50,38.874401093,-104.410003662,1,America/Denver
-6,A,airport,OurAirports,9447,Crystal Airport,Crystal,United States,869,MIC,KMIC,45.062000275,-93.353897095,1,America/Chicago
-6,A,airport,OurAirports,9448,Clarke County Airport,Quitman,United States,320,23M,K23M,32.084899902,-88.738899231,1,America/Chicago
-5,A,airport,OurAirports,9450,W H 'Bud' Barron Airport,Dublin,United States,309,DBN,KDBN,32.56439972,-82.98529816,1,America/New_York
-10,N,airport,OurAirports,9474,Pukarua Airport,Pukarua,French Polynesia,5,PUK,NTGQ,-18.295600891,-137.016998291,1,\N
3,N,airport,OurAirports,9475,Kabale Airport,Kabale,Uganda,6000,\N,HUKB,-1.226111,29.96,1,Africa/Kampala
-6,N,airport,OurAirports,9481,Guatuso Airport,Marigot,France,164,\N,MRGT,10.683333397,-84.833335876,1,America/Costa_Rica
-4,E,airport,OurAirports,9484,Central Bolívar Airport,Sevilla,Spain,39,\N,SVSJ,8.916666985,-71.933334351,1,America/Caracas
-8,A,airport,OurAirports,9488,Corvallis Municipal Airport,Corvallis,United States,250,CVO,KCVO,44.49720001,-123.2900009,1,America/Los_Angeles
2,U,airport,OurAirports,9492,Tuzla Romania Airport,Tuzla,Romania,161,\N,LRTZ,43.984199524,28.609699249,1,Europe/Bucharest
-4,A,airport,OurAirports,9500,El Almendro Airport,Scranton,United States,486,\N,SCRT,-35.96055603,-71.793334961,1,America/Santiago
-6,A,airport,OurAirports,9511,San Agustin Airport,Morristown,United States,66,\N,MRST,10.066666603,-84.883331299,1,America/Costa_Rica
-3,E,airport,OurAirports,9521,Samambaia Heliport,Saint Denis,Reunion,3167,\N,SDNS,-22.462499619,-43.130554199,1,America/Sao_Paulo
-3,N,airport,OurAirports,9528,Fazenda Campo Verde Airport,Sihanoukville,Cambodia,49,\N,SNKV,1.042780042,-50.516700745,1,America/Fortaleza
9.5,O,airport,OurAirports,9532,Prominent Hill Airport,Prominent Hill,Australia,745,PXH,YPMH,-29.716,135.5244,1,Australia/Adelaide
10,A,airport,OurAirports,9533,Cowra Airport,Chatsworth,United States,966,CWT,YCWR,-33.84469986,148.649002075,1,Australia/Sydney
8,O,airport,OurAirports,9542,Coral Bay Airport,Coral Bay,Australia,5,\N,YCOY,-23.129999161,113.777000427,1,Australia/Perth
-7,A,airport,OurAirports,9543,Ogden Hinckley Airport,Ogden,United States,4473,OGD,KOGD,41.195899963,-112.012001038,1,America/Denver
-5,A,airport,OurAirports,9544,Lake Country Regional Airport,Clarksville,United Arab Emirates,421,W63,KW63,36.595798492,-78.560096741,1,America/New_York
-6,A,airport,OurAirports,9545,Robert S Kerr Airport,Poteau,United States,451,RKR,KRKR,35.021598816,-94.621299744,1,America/Chicago
-7,A,airport,OurAirports,9546,Colorado Plains Regional Airport,Akron,United States,4714,AKO,KAKO,40.175598145,-103.222000122,1,America/Denver
-8,A,airport,OurAirports,9547,Sanderson Field,Shelton,United States,273,SHN,KSHN,47.233600616,-123.148002625,1,America/Los_Angeles
-9,A,airport,OurAirports,9739,Napakiak Airport,Napakiak,United States,17,WNA,PANA,60.690299988,-161.979003906,1,America/Anchorage
-9,A,airport,OurAirports,9744,Napaskiak Airport,Napaskiak,United States,24,PKA,PAPK,60.70289993,-161.7779999,1,America/Anchorage
-9,A,airport,OurAirports,9746,Tok Airport,Tok,United States,1670,\N,PATJ,63.303333,-143.001111,1,America/Anchorage
-8,A,airport,OurAirports,9749,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,0,YBW,CAB3,48.75,-123.233001709,1,America/Vancouver
0,E,airport,OurAirports,9753,Popham Airport,Popham,United Kingdom,550,\N,EGHP,51.193901062,-1.234719992,1,Europe/London
-5,A,airport,OurAirports,9754,Causey Airport,Liberty,United States,723,2A5,K2A5,35.911800385,-79.617599487,1,America/New_York
-5,A,airport,OurAirports,9759,Abaco I Walker C Airport,Walker's Cay,Bahamas,10,WKR,MYAW,27.266700745,-78.39969635,1,\N
-5,A,airport,OurAirports,9760,Black Point Airstrip,Black Point,Bahamas,10,\N,MYEB,24.089488449,-76.397917271,1,America/Nassau
-4,N,airport,OurAirports,9761,Bartica A Airport,Bartica,Guyana,3,GFO,SYBT,6.374770164,-58.63809967,1,America/Guyana
-5,A,airport,OurAirports,9763,Doylestown Airport,Doylestown,United States,394,DYL,KDYL,40.333000183,-75.122299194,1,America/New_York
-5,N,airport,OurAirports,9768,Tingo Maria Airport,Tingo Maria,Peru,2010,TGI,SPGM,-9.133000374,-75.949996948,1,America/Lima
-4,S,airport,OurAirports,9769,Plínio Alarcom Airport,Tres Lagoas,Brazil,1050,TJL,SSTL,-20.754199982,-51.684200287,1,America/Campo_Grande
-4,N,airport,OurAirports,9771,Cacoal Airport,Cacoal,Brazil,778,OAL,SSKW,-11.496,-61.4508,1,America/Boa_Vista
-5,A,airport,OurAirports,9772,Warren Field,Washington,United States,38,OCW,KOCW,35.57049942,-77.049797058,1,America/New_York
-5,A,airport,OurAirports,9773,Hyde County Airport,Engelhard,United States,8,7W6,K7W6,35.562400818,-75.955200195,1,America/New_York
-4,S,airport,OurAirports,9774,Mocopulli Airport,Castro,Chile,528,MHC,SCPQ,-42.340388,-73.715693,1,America/Santiago
-6,A,airport,OurAirports,9776,Stillwater Regional Airport,Stillwater,United States,1000,\N,KSWO,36.161201477,-97.085700989,1,America/Chicago
-6,A,airport,OurAirports,9777,Okmulgee Regional Airport,Okmulgee,United States,720,\N,KOKM,35.66809845,-95.948699951,1,America/Chicago
-6,A,airport,OurAirports,9778,Cushing Municipal Airport,Cushing,United States,916,\N,KCUH,35.949901581,-96.773101807,1,America/Chicago
-6,A,airport,OurAirports,9779,Clinton Sherman Airport,Clinton,United States,1922,\N,KCSM,35.339801788,-99.200500488,1,America/Chicago
-6,A,airport,OurAirports,9780,Strother Field,Winfield,United States,1160,\N,KWLD,37.168598175,-97.037597656,1,America/Chicago
-6,A,airport,OurAirports,9781,Wiley Post Airport,Oklahoma City,United States,1300,\N,KPWA,35.53419876,-97.64710236,1,America/Chicago
-6,A,airport,OurAirports,9782,Shreveport Downtown Airport,Shreveport,United States,179,\N,KDTN,32.54019928,-93.745002747,1,America/Chicago
-6,A,airport,OurAirports,9783,Stephenville Clark Regional Airport,Stephenville,United States,1321,\N,KSEP,32.215301514,-98.177696228,1,America/Chicago
-6,A,airport,OurAirports,9784,Perry Municipal Airport,Perry,United States,1002,\N,KF22,36.385601044,-97.277198792,1,America/Chicago
-6,A,airport,OurAirports,9786,Hamilton Municipal Airport,Hamilton,United States,1299,\N,KMNZ,31.665899277,-98.148597717,1,America/Chicago
-6,A,airport,OurAirports,9787,Ada Municipal Airport,Ada,United States,1016,\N,KADH,34.804298401,-96.671302795,1,America/Chicago
-6,A,airport,OurAirports,9788,Mesquite Metro Airport,Misquite,United States,447,\N,KHQZ,32.747001648,-96.530403137,1,America/Chicago
-6,A,airport,OurAirports,9789,Denton Municipal Airport,Denton,United States,642,\N,KDTO,33.200698852,-97.197998047,1,America/Chicago
-6,A,airport,OurAirports,9790,Austin Executive Airport,Austin,United States,620,\N,KEDC,30.3974931,-97.5663935,1,America/Chicago
-6,A,airport,OurAirports,9791,Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,1231,\N,KRYW,30.498600006,-97.969497681,1,America/Chicago
-6,A,airport,OurAirports,9792,Brenham Municipal Airport,Brenham,United States,307,\N,K11R,30.21899986,-96.3742981,1,America/Chicago
-6,A,airport,OurAirports,9793,Lakeway Airpark,Lakeway,United States,909,\N,K3R9,30.357500076,-97.994499207,1,America/Chicago
-6,A,airport,OurAirports,9794,Iraan Municipal Airport,Iraan,United States,2200,\N,K2F0,30.905700684,-101.891998291,1,America/Chicago
-6,A,airport,OurAirports,9795,Kestrel Airpark,San Antonio,United States,1250,\N,K1T7,29.812700272,-98.425300598,1,America/Chicago
-5,A,airport,OurAirports,9796,Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,1087,YEL,CYEL,46.351398468,-82.561401367,1,America/Toronto
-5,A,airport,OurAirports,9797,Wilkes County Airport,North Wilkesboro,United States,1301,UKF,KUKF,36.222801209,-81.098297119,1,America/New_York
-5,A,airport,OurAirports,9798,Charleston Executive Airport,Charleston,United States,17,JZI,KJZI,32.700901031,-80.00289917,1,America/New_York
-5,A,airport,OurAirports,9799,Danville Regional Airport,Danville,United States,571,DAN,KDAN,36.572898865,-79.336097717,1,America/New_York
-5,A,airport,OurAirports,9800,Brookneal/Campbell County Airport,Brookneal,United States,596,0V4,K0V4,37.141700745,-79.016403198,1,America/New_York
8,N,airport,OurAirports,9805,Yerbogachen Airport,Yerbogachen,Russia,400,ERG,UIKE,61.275001526,108.029998779,1,Asia/Irkutsk
-5,A,airport,OurAirports,9806,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,239,CQW,KCQW,34.71289825,-79.95700073,1,America/New_York
-5,A,airport,OurAirports,9808,Wauchula Municipal Airport,Wuchula,United States,106,\N,KCHN,27.514900208,-81.880500793,1,America/New_York
10,O,airport,OurAirports,9818,Lilydale Airport,Lilydale,Australia,76,\N,YLIL,-37.691699982,145.367004395,1,Australia/Hobart
0,E,airport,OurAirports,9819,Beni Mellal Airport,Beni Mellal,Morocco,1670,BEM,GMMD,32.400001526,-6.333330154,1,Africa/Casablanca
3,E,airport,OurAirports,9820,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,2038,NKT,LTCV,37.3647,42.0582,1,Europe/Istanbul
9,N,airport,OurAirports,9821,Suntar Airport,Suntar,Russia,452,SUY,UENS,62.185001373,117.635002136,1,Asia/Yakutsk
0,N,airport,OurAirports,9824,Tazadit Airport,Zouerat,Mauritania,1129,OUZ,GQPZ,22.756399155,-12.483599663,1,Africa/Nouakchott
1,N,airport,OurAirports,9825,Asaba International Airport,Asaba,Nigeria,305,\N,DNAS,6.203333333,6.658888889,1,Africa/Lagos
1,N,airport,OurAirports,9826,Akwa Ibom International Airport,Uyo,Nigeria,170,QUO,DNAI,4.8725,8.093,1,Africa/Lagos
2,N,airport,OurAirports,9828,Kasama Airport,Kasama,Zambia,4541,KAA,FLKS,-10.2166996,31.133300781,1,Africa/Lusaka
3,N,airport,OurAirports,9829,Mbeya Airport,Mbeya,Tanzania,5600,MBI,HTMB,-8.916999817,33.466999054,1,Africa/Dar_es_Salaam
3,N,airport,OurAirports,9830,Mpanda Airport,Mpanda,Tanzania,3520,\N,HTMP,-6.355374,31.084116,1,Africa/Dar_es_Salaam
3,N,airport,OurAirports,9831,Songea Airport,Songea,Tanzania,3445,SGX,HTSO,-10.682999611,35.583000183,1,Africa/Dar_es_Salaam
3,N,airport,OurAirports,9832,Morogoro Airport,Morogoro,Tanzania,1676,\N,HTMG,-6.79722023,37.65309906,1,Africa/Dar_es_Salaam
8,N,airport,OurAirports,9844,Anshan Air Base,Anshan,China,0,AOG,ZYAS,41.105301,122.853996,1,Asia/Shanghai
8,N,airport,OurAirports,9846,Zunyi Xinzhou Airport,Zunyi,China,2920,ZYI,ZUZY,27.5895,107.0007,1,Asia/Shanghai
-5,A,airport,OurAirports,9847,Conway Horry County Airport,Conway,United States,35,HYW,KHYW,33.82849884,-79.12220001,1,America/New_York
8,N,airport,OurAirports,9848,Lindu Airport,Yinchun,China,791,LDS,ZYLD,47.752055556,129.019125,1,Asia/Shanghai
8,N,airport,OurAirports,9849,Anshun Huangguoshu Airport,Anshun,China,4812,AVA,ZUAS,26.260555556,105.873333333,1,Asia/Shanghai
0,N,airport,OurAirports,9850,Sikasso Airport,Sikasso,Mali,1378,KSS,GASK,11.333000183,-5.699999809,1,Africa/Bamako
10,N,airport,OurAirports,9853,Brisbane West Wellcamp Airport,Toowoomba,Australia,1509,WTB,YBWW,-27.558333,151.793333,1,Australia/Brisbane
8,N,airport,OurAirports,9854,Tonghua Sanyuanpu Airport,Tonghua,China,1200,TNH,ZYTN,42.253888889,125.703333333,1,Asia/Shanghai
8,N,airport,OurAirports,9857,Suzhou Guangfu Airport,Suzhou,China,0,SZV,ZSSZ,31.2631,120.401001,1,Asia/Shanghai
0,U,airport,OurAirports,9860,City Airport Manchester,Manchester,United Kingdom,73,\N,EGCB,53.471698761,-2.389719963,1,Europe/London
0,U,airport,OurAirports,9861,Sleap Airport,Shrewsbury,United Kingdom,275,\N,EGCV,52.833900452,-2.771670103,1,Europe/London
0,U,airport,OurAirports,9862,Tatenhill Airfield,Burton-on-Trent,United Kingdom,439,\N,EGBM,52.81470108,-1.761109948,1,Europe/London
0,U,airport,OurAirports,9863,Full Sutton Airfield,York,United Kingdom,86,\N,EGNU,53.98059845,-0.864722013,1,Europe/London
0,U,airport,OurAirports,9864,Sherburn-In-Elmet Airfield,Leeds,United Kingdom,26,\N,EGCJ,53.788458,-1.216877,1,Europe/London
7,N,airport,OurAirports,9866,Beringin Airport,Muara Teweh,Indonesia,126,\N,WAOM,-0.940325022,114.893875122,1,Asia/Jakarta
9,N,airport,OurAirports,9868,Mulia Airport,Mulia,Indonesia,6527,LII,WAJM,-3.7018,137.957,1,Asia/Jayapura
9,N,airport,OurAirports,9872,Stenkol Airport,Bintuni,Indonesia,57,NTI,WASB,-2.1033,133.5164,1,Asia/Jayapura
9,N,airport,OurAirports,9873,Wasior Airport,Wasior,Indonesia,49,WSR,WASW,-2.721,134.5061,1,Asia/Jayapura
7,N,airport,OurAirports,9874,Silangit Airport,Siborong-Borong,Indonesia,4700,DTB,WIMN,2.25973,98.991898,1,Asia/Jakarta
7,N,airport,OurAirports,9875,Lasikin Airport,Sinabang,Indonesia,19,SSV,WITG,2.410279989,96.32559967,1,Asia/Jakarta
7,N,airport,OurAirports,9886,Seunagan Airport,Nagan Raya,Indonesia,10,MEQ,WITC,4.25,96.217002869,1,\N
8,N,airport,OurAirports,9887,Betoambari Airport,Bau-Bau,Indonesia,164,BUW,WAWB,-5.486879826,122.569000244,1,\N
9,N,airport,OurAirports,9888,Kao Airport,Kao,Indonesia,27,KAZ,WAMK,1.185279965,127.896003723,1,\N
8,N,airport,OurAirports,9889,Melangguane Airport,Melonguane,Indonesia,3,MNA,WAMN,4.006939888,126.672996521,1,\N
8,N,airport,OurAirports,9890,Sanggata/Sangkimah Airport,Sanggata,Indonesia,60,SGQ,WRLA,0.3847,117.543,1,\N
7,N,airport,OurAirports,9891,Muara Bungo Airport,Muara Bungo,Indonesia,214,\N,WIPI,-1.1278,102.135,1,\N
8,N,airport,OurAirports,9892,Selayar/Aroepala Airport,Selayar,Indonesia,30,\N,WAWH,-6.1751,120.4362,1,\N
9,N,airport,OurAirports,9897,Illaga Airport,Illaga,Indonesia,7989,\N,WABL,-3.97648,137.6225,1,\N
9,N,airport,OurAirports,9898,Oksibil Airport,Oksibil,Indonesia,4315,OKL,WAJO,-4.9071,140.6277,1,\N
9,N,airport,OurAirports,9899,Kokonau Airport,Kokonau,Indonesia,59,KOX,WABN,-4.71075,136.43515,1,\N
10,N,airport,OurAirports,9901,Clermont Airport,Clermont,Australia,908,CMQ,YCMT,-22.773099899,147.621002197,1,\N
10,O,airport,OurAirports,9902,Warrnambool Airport,Warrnambool,Australia,242,WMB,YWBL,-38.29529953,142.447006226,1,\N
10,N,airport,OurAirports,9904,Richmond Airport,Richmond,Australia,676,RCM,YRMD,-20.701900482,143.115005493,1,\N
8,N,airport,OurAirports,9905,RAAF Base Curtin,Derby,Australia,300,DCN,YCIN,-17.581399918,123.82800293,1,\N
7,N,airport,OurAirports,9935,Kualanamu International Airport,Medan,Indonesia,23,KNO,WIMM,3.642222,98.885278,1,Asia/Jakarta
-7,A,airport,OurAirports,9937,Gratiot Community Airport,Kamloops,Canada,754,\N,KAMN,43.322101593,-84.68800354,1,\N
-5,A,airport,OurAirports,9938,Asheboro Regional Airport,Asheboro,United States,671,HBI,KHBI,35.65449905,-79.8946991,1,\N
9,N,airport,OurAirports,9939,Seosan Air Base,Seosan,South Korea,39,\N,RKTP,36.703999,126.486,1,\N
-5,A,airport,OurAirports,9942,Henderson Field,Wallace,United States,39,\N,KACZ,34.717899323,-78.003601074,1,\N
-5,A,airport,OurAirports,9943,Emporia Greensville Regional Airport,Emporia,United States,127,EMV,KEMV,36.686901093,-77.482803345,1,\N
-8,E,airport,OurAirports,10017,El Monte Airport,El Monte,United States,296,EMT,KEMT,34.086101532,-118.035003662,1,\N
4.3,N,airport,OurAirports,10057,Farah Airport,Farah,Afghanistan,3083,FAH,OAFR,32.36700058,62.182998657,1,\N
5.3,N,airport,OurAirports,10061,Pasighat Airport,Pasighat,India,477,IXT,VEPG,28.066099167,95.335601807,1,\N
-5,A,airport,OurAirports,10062,Kee Field,Pineville,United States,1783,I16,KI16,37.600399017,-81.559303284,1,\N
2,E,airport,OurAirports,10069,Kramatorsk Airport,Kramatorsk,Ukraine,646,KRQ,UKCK,48.705600739,37.628898621,1,\N
1,U,airport,OurAirports,10080,Kautokeino Air Base,Kautokeino,Norway,1165,\N,ENKA,69.040298462,23.034000397,1,\N
1,E,airport,OurAirports,10089,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,69,\N,LFQO,50.687198639,3.075560093,1,\N
1,E,airport,OurAirports,10096,Kawass Airport,Kamsar,Guinea,36,\N,GUKR,10.651000023,-14.533599854,1,\N
-5,A,airport,OurAirports,10102,Stinson Municipal Airport,Stinson,United States,577,SSF,KSSF,29.336999893,-98.471099854,1,\N
-5,A,airport,OurAirports,10103,Sallisaw Municipal Airport,Sallisaw,United States,527,JSV,KJSV,35.4382019,-94.80280304,1,\N
-5,A,airport,OurAirports,10104,Jasper County Airport-Bell Field,Jasper,United States,213,JAS,KJAS,30.88570023,-94.03489685,1,\N
-5,A,airport,OurAirports,10105,El Dorado Springs Memorial Airport,El dorado springs,United States,931,87K,K87K,37.856700897,-93.999099731,1,\N
-5,A,airport,OurAirports,10106,Marfa Municipal Airport,Marfa,United States,4849,MRF,KMRF,30.371099,-104.017997,1,\N
-5,A,airport,OurAirports,10107,Alpine Casparis Municipal Airport,Alpine,United States,4515,E38,KE38,30.384199142,-103.683998108,1,\N
0,N,airport,OurAirports,10110,Bubaque Airport,Bubaque,Guinea-Bissau,0,BQE,GGBU,11.297355652,-15.838079453,1,\N
-6,S,airport,OurAirports,10114,Chichen Itza International Airport,Chichen Itza,Mexico,102,CZA,MMCT,20.641300201,-88.44619751,1,America/Mexico_City
8,U,airport,OurAirports,10116,Bunbury Airport,Bunbury,Australia,53,BUY,YBUN,-33.378299713,115.677001953,1,\N
-8,A,airport,OurAirports,10117,Cable Airport,Upland,United States,1444,CCB,KCCB,34.111598968,-117.68800354,1,\N
-5,A,airport,OurAirports,10121,Mount Sterling Montgomery County Airport,Mount Sterling,United States,1019,IOB,KIOB,38.05810165,-83.979599,1,\N
-5,A,airport,OurAirports,10122,Elkhart Municipal Airport,Elkhart,United States,778,EKI,KEKM,41.719398498,-86.003196716,1,\N
-5,A,airport,OurAirports,10123,Nappanee Municipal Airport,Nappanee,United States,860,C03,KC03,41.446201324,-85.934799194,1,\N
-4,A,airport,OurAirports,10128,Jim Hamilton L.B. Owens Airport,Columbia,United States,193,CUB,KCUB,33.970500946,-80.995201111,1,\N
-5,A,airport,OurAirports,10129,Grove Municipal Airport,Grove,United States,831,GMJ,KGMJ,36.60680008,-94.73860168,1,\N
-5,A,airport,OurAirports,10130,Mc Pherson Airport,Mc Pherson,United States,1498,MPR,KMPR,38.35240173,-97.69129944,1,\N
-4,A,airport,OurAirports,10131,Donaldson Center Airport,Greenville,United States,955,GYH,KGYH,34.758300781,-82.376403809,1,\N
-4,A,airport,OurAirports,10132,Perry Houston County Airport,Perry,United States,418,PXE,KPXE,32.510601044,-83.767303467,1,\N
-5,A,airport,OurAirports,10133,Hartsville Regional Airport,Hartsville,United States,364,HVS,KHVS,34.40309906,-80.11920166,1,\N
-5,A,airport,OurAirports,10134,Horace Williams Airport,Chapel Hill,United States,512,IGX,KIGX,35.935001,-79.065902,1,\N
-6,N,airport,OurAirports,10135,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,7707,SZT,MMSC,16.690299988,-92.530097961,1,America/Mexico_City
-5,A,airport,OurAirports,10137,Dunnville Airport,Dunnville,Canada,600,DU9,CDU9,42.872200012,-79.595802307,1,\N
-5,A,airport,OurAirports,10138,Brunswick County Airport,Oak Island,United States,24,SUT,KSUT,33.9292984,-78.07499695,1,\N
-4,A,airport,OurAirports,10139,Chesterfield County Airport,Richmond,United States,236,FCI,KFCI,37.40650177,-77.52500153,1,\N
10,O,airport,OurAirports,10140,Atherton Airport,Atherton,Australia,2450,\N,YATN,-17.261699677,145.51499939,1,\N
8,N,airport,OurAirports,10141,Bagdarin Airport,Bagdarin,Russia,3084,\N,UIUB,54.36920166,113.478996277,1,Asia/Irkutsk
-5,U,airport,OurAirports,10142,Scarlett Martinez International Airport,Rio Hato,Panama,105,\N,MPRH,8.375880241,-80.12789917,1,\N
-5,A,airport,OurAirports,10144,Henderson Oxford Airport,Oxford,United States,526,HNZ,KHNZ,36.36159897,-78.52919769,1,\N
-5,A,airport,OurAirports,10145,Leesburg International Airport,Leesburg,United States,76,LEE,KLEE,28.82309914,-81.80870056,1,\N
3,N,airport,OurAirports,10148,Semyazino Airport,Vladimir,Russia,554,\N,UUBL,56.126701355,40.314998627,1,Europe/Moscow
2,N,airport,OurAirports,10149,Witberg Tswalu Airport,Dedeben,South Africa,3921,\N,FATW,-27.204999924,22.481899261,1,\N
2,N,airport,OurAirports,10151,Mana Pools Airport,Mana Pools,Zimbabwe,1300,\N,FVMN,-15.767000198,29.38299942,1,\N
-3,S,airport,OurAirports,10154,Pouso Alegre Airport,Pouso Alegre,Brazil,2904,PPY,SNZA,-22.289199829,-45.919101715,1,\N
-3,S,airport,OurAirports,10155,Brigadeiro Cabral Airport,Divinopolis,Brazil,2608,DIQ,SNDV,-20.180700302,-44.8708992,1,\N
3,N,airport,OurAirports,10156,Yeysk Airport,Eysk,Russia,60,\N,URKE,46.68,38.21,1,Europe/Moscow
2,E,airport,OurAirports,10157,Berdyansk Airport,Berdyansk,Ukraine,171,ERD,UKDB,46.814998627,36.758098602,1,\N
8,N,airport,OurAirports,10160,Erenhot Saiwusu International Airport,Erenhot,China,3301,ERL,ZBER,43.4225,112.096667,1,\N
0,E,airport,OurAirports,10161,Shobdon Aerodrome,Shobdon,United Kingdom,318,\N,EGBS,52.241699219,-2.881109953,1,\N
-8,A,airport,OurAirports,10162,Chino Airport,Chino,United States,650,CNO,KCNO,33.97470093,-117.637001,1,\N
9,N,airport,OurAirports,10163,Kamigoto Airport,Shin-kamigoto,Japan,263,\N,RJDK,33.01309967,129.192001343,1,\N
9,N,airport,OurAirports,10164,Ojika Airport,Odika,Japan,30,\N,RJDO,33.190799713,129.089996338,1,\N
9,N,airport,OurAirports,10165,Chofu Airport,Tokyo,Japan,141,\N,RJTF,35.671699524,139.527999878,1,\N
9,N,airport,OurAirports,10166,Hateruma Airport,Taketomi,Japan,43,HTR,RORH,24.058900833,123.805999756,1,\N
-5,A,airport,OurAirports,10169,Madison County Airport,London,United States,1082,UYF,KUYF,39.93270111,-83.46199799,1,\N
-5,A,airport,OurAirports,10171,Las Brujas Airport,Cayo Santa Maria,Cuba,13,BWW,MUBR,22.621299744,-79.147201538,1,\N
1,E,airport,OurAirports,10173,Digby (General Hospital) Heliport,Tremblay-en-France,France,105,\N,CDG2,44.616100311,-65.761901855,1,\N
1,E,airport,OurAirports,10178,Thun Airport,Thun,Switzerland,1837,\N,LSZW,46.756401062,7.600560188,1,\N
12,N,airport,OurAirports,10184,Lavrentiya Airport,Lavrentiya,Russia,30,\N,UHML,65.580001831,-170.996673584,1,Asia/Anadyr
-8,A,airport,OurAirports,10185,Paso Robles Municipal Airport,Paso Robles,United States,840,PRB,KPRB,35.67290115,-120.6269989,1,\N
9,N,airport,OurAirports,10186,N 104 Helipad,Ulleung,South Korea,476,\N,RKDU,37.479166667,130.895555556,1,\N
2,E,airport,OurAirports,10295,Kymi Airport,Kotka,Finland,223,\N,EFKY,60.571399689,26.896099091,1,\N
-8,A,airport,OurAirports,10360,Half Moon Bay Airport,Half Moon Bay,United States,66,HAF,KHAF,37.513401031,-122.500999451,1,\N
8,U,airport,OurAirports,10363,Hechi Jinchengjiang Airport,Hechi,China,2221,HCJ,ZGHC,24.805,107.6997,1,\N
9.5,O,airport,OurAirports,10370,Kadina Airport,Kadina,Australia,42,\N,YKDI,-33.976699829,137.660003662,1,\N
-8,A,airport,OurAirports,10371,General WM J Fox Airfield,Lancaster,United States,2351,WJF,KWJF,34.74110031,-118.2190018,1,\N
8,N,airport,OurAirports,10378,Coondewanna Airport,Coondewanna,Australia,2300,CJF,YCWA,-22.9666996,118.81300354,1,\N
-3,S,airport,OurAirports,10544,Guarapari Airport,Guarapari,Brazil,28,GUZ,SNGA,-20.646499634,-40.491901398,1,\N
-3,S,airport,OurAirports,10545,Ubatuba Airport,Ubatuba,Brazil,13,UBT,SDUB,-23.441099167,-45.07559967,1,\N
3,U,airport,OurAirports,10611,Ali Air Base,Nasiriyah,Iraq,20,\N,ORTL,30.935800552,46.090099335,1,\N
1,E,airport,OurAirports,10617,Ota Air Base,Ota,Portugal,140,\N,LPOT,39.087502,-8.96278,1,\N
9.5,O,airport,OurAirports,10618,Borroloola Airport,Borroloola,Australia,55,BOX,YBRL,-16.075300217,136.302001953,1,\N
1,E,airport,OurAirports,10723,Elsenthal Grafe Airport,Elsenthal,Germany,1417,\N,EDNF,48.822498322,13.367500305,1,\N
0,E,airport,OurAirports,10744,Newtownards Airport,Newtownards,United Kingdom,9,\N,EGAD,54.581100464,-5.691939831,1,\N
0,E,airport,OurAirports,10745,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,72,\N,EGKH,51.156898,0.641667,1,\N
0,E,airport,OurAirports,10746,Panshanger Aerodrome,Panshanger,United Kingdom,249,\N,EGLG,51.802501678,-0.158056006,1,\N
0,E,airport,OurAirports,10747,Thurrock Airfield,Thurrock,United Kingdom,20,\N,EGMT,51.537505,0.367634,1,\N
0,E,airport,OurAirports,10748,Stapleford Aerodrome,Stapleford,United Kingdom,183,\N,EGSG,51.652500153,0.155833006,1,\N
5.5,N,airport,OurAirports,10750,HAL Airport,Bangalore,India,2912,\N,VOBG,12.949999809,77.668197632,1,\N
0,E,airport,OurAirports,10751,Chichester/Goodwood Airport,Goodwood,United Kingdom,98,\N,EGHR,50.859401703,-0.759167016,1,\N
12,Z,airport,OurAirports,10752,Omarama Glider Airport,Omarama,New Zealand,1381,\N,NZOA,-44.486698151,169.985992432,1,\N
12,Z,airport,OurAirports,10753,Haast Aerodrome,Haast,New Zealand,13,\N,NZHT,-43.865299225,169.041000366,1,\N
